long,long,long,long,flags,flags,flags,flags,flags,flags,flags,flags,flags,None,flags,None,flags,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,flags,long,long,long,long,long,long,long,long,long,long,None,long,float,long,long,long,flags,long,long,long,long,long,long,long,long,long,long,long,long,long,long,flags,flags,long,long,flags,long,long,long,long,long,long,float,float,float,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,float,float,float,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,float,float,float,long,long,flags,long,flags,long,long,long,long,long,flags,long,long,flags,None,None,None,None,None,None,None,None,str,None,None,None,None,None,None,None,flags,None,None,None,None,None,None,None,None,str,None,None,None,None,None,None,None,flags,None,None,None,None,None,None,None,None,str,None,None,None,None,None,None,None,flags,None,None,None,None,None,None,None,None,str,None,None,None,None,None,None,None,flags,long,flags,long,long,long,flags,flags,flags,long,long,flags,long,float,float,float,flags,long,long,long,long,long,flags,long,long,long,float,float,float,long,long,
96,0,0,0,0x50410,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0x0,101,0,0,0,1,1,0,0,0,0,,2,0.0,0,20,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,31,6,0,1,1,0,0.0,0.0,0.0,99,1247,0,0,0,0,6,6,0,0,0,0,0,0,0,0,3,0,0,2000,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,372,0x0,243,0,0x32,,,,,,,,,"Розчленування",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"Нанесення цілі в наступній ближній атаці відкритої рани при збільшеній на $s1 од. шкоді.",,,,,,,,0xFF01FE,,,,,,,,,"Стікає кров'ю. Втрата $s2 од. здоров'я раз на $t2 сек.",,,,,,,,0xFF01FE,0,0x85,0,0,0,0x0,0x0,0x0,0,0,0x0,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x1,0,0,0,0.0,1.0,0.0,0,0,
99,0,0,0,0x40010,0x0,0x0,0x0,0x0,0x0,0x800000,0x0,0x90,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0x0,101,0,20,10,10,9,1,100,0,0,,1,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,6,0,0,1,0,0,-1.0,0.0,0.0,-32,0,0,0,0,0,22,0,0,15,0,0,13,0,0,99,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,3949,0x0,960,0,0x32,,,,,,,,,"Устрашаючий рев",,,,,,,,0xFF01FE,,,,,,,,,"Рівень 1",,,,,,,,0xFF01FE,,,,,,,,,"Друїд видає устрашаючий рев, що знижує силу атаки ближнього бою найближчих противників на $s1. Час дії – $d.",,,,,,,,0xFF01FE,,,,,,,,,"Сила атаки ближнього бою знижена на $s1.",,,,,,,,0xFF01FE,0,0x85,1500,0,7,0x8,0x0,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x1,0,0,0,0.0,0.0,0.0,0,0,
100,1219,0,0,0x30050010,0x400,0x0,0x0,0x0,0x0,0x800000,0x40000,0x10000,,0x0,,0x0,0,0,1,0,0,0,0,0,0,0,65219,1,0,15000,0,0,0,0x0,101,0,0,4,4,0,1,0,0,0,,95,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,96,3,64,0,1,0,0.0,0.0,0.0,0,89,0,0,0,0,6,1,6,0,0,0,0,36,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7922,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,867,0x0,457,0,0x32,,,,,,,,,"Ривок",,,,,,,,0xFF01FE,,,,,,,,,"Рівень 1",,,,,,,,0xFF01FE,,,,,,,,,"Воїн здійснює стрімкий ривок до противника, оглушуючи його на $7922d та накопичуючи $/10;s2 од. люті. Здібність не можна застосовувати під час бою.",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,0,0x49A,0,0,4,0x1,0x0,0x0,0,0,0x2,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x1,0,0,0,0.0,0.0,1.0,0,0,
101,32,0,0,0x50010,0x40200,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,64,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0,0,0x0,101,0,0,12,12,27,3,15,0,0,,2,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,6,2,80,0,1,1,0.0,0.0,0.0,0,9,0,0,0,0,6,6,6,0,0,0,0,0,0,12,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,413,0x0,517,0,0x32,,,,,,,,,"Підніжка",,,,,,,,0xFF01FE,,,,,,,,,"Рівень 1",,,,,,,,0xFF01FE,,,,,,,,,"Ставить підніжку противнику, завдаючи $s2 од. шкоди та збиваючи його з ніг на $d. Довжина серії прийомів збільшується на $s3. Може застосовуватися лише до гуманоїдів.",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,0,0x85,1500,0,0,0x0,0x0,0x0,0,2,0x2,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x1,0,0,0,0.0,1.0,0.0,0,0,
107,0,0,0,0x40050,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,101,0,0,1,1,0,0,0,0,0,,1,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,4,96,0x0,23,0,0,6,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,0,0x0,28,0,0x32,,,,,,,,,"Блок",,,,,,,,0xFF01FE,,,,,,,,,"Писсивна",,,,,,,,0xFF01FE,,,,,,,,,"Дає шанс заблокувати атаку противника в ближньому або дальньому бою.",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,0,0x0,0,0,0,0x0,0x0,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x1,0,0,0,1.0,0.0,0.0,0,0,
108,0,0,0,0x50,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,101,0,0,0,1,0,0,0,0,0,,1,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,21,0,0,6,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,0,0x0,1,0,0x32,,,,,,,,,"Ухід (DND)",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,0,0x0,0,0,0,0x0,0x0,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x1,0,0,0,1.0,0.0,0.0,0,0,
110,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,4,60000,0,0,0,0,0x0,101,0,0,0,1,0,0,0,0,0,,1,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,3,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,34,0x0,1,0,0x32,,,,,,,,,"Відхилення заклинання (NYI)",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,0,0x0,0,0,0,0x0,0x0,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x1,0,0,0,0.0,0.0,0.0,0,0,
111,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,1,60000,0,0,0,0,0x0,101,0,0,0,1,1,0,5,0,0,,1,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,6,0,0,1,0,0,0.0,0.0,0.0,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,0,0x0,1,0,0x32,,,,,,,,,"Крок часу",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,0,0x0,0,0,0,0x0,0x0,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x1,0,0,0,0.0,0.0,0.0,0,0,
112,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,4,60000,0,0,0,0,0x0,101,0,0,0,0,1,0,0,0,0,,1,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,6,0,0,1,0,0,0.0,0.0,0.0,99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28,0,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,36,0x0,1,0,0x32,,,,,,,,,"Відбиття магії (ТЕСТ)",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,0,0x0,0,0,0,0x0,0x0,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x1,0,0,0,0.0,0.0,0.0,0,0,
113,0,1,7,0x40010000,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,15,0,0,0xA22A8,100,0,0,10,10,8,0,20,0,0,,4,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,6,0,0,1,0,0,0.0,0.0,0.0,-1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,14,0x0,180,0,0x32,,,,,,,,,"Льодові окови",,,,,,,,0xFF01FE,,,,,,,,,"Рівень 1",,,,,,,,0xFF01FE,,,,,,,,,"Сковування противника крижаними ланцюгами, що не дозволяють йому рухатися з місця протягом $d.",,,,,,,,0xFF01FE,,,,,,,,,"Обплутування.",,,,,,,,0xFF01FE,0,0x85,1500,0,0,0x0,0x0,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x10,0,0,0,0.0,0.0,0.0,0,0,
116,0,1,0,0x10000,0x0,0x0,0x0,0x0,0x0,0x200000,0x0,0x0,,0x0,,0x0,0,0,1,0,0,0,0,0,0,0,0,16,0,0,15,0,0,0x0,101,0,8,4,4,28,0,0,0,0,,4,28.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,6,2,6,1,3,1,0.0,0.5,0.0,-41,17,-1,11,0,0,6,6,6,0,0,0,0,0,0,33,0,118,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,13,0x0,188,0,0x32,,,,,,,,,"Льодяна стріла",,,,,,,,0xFF01FE,,,,,,,,,"Рівень 1",,,,,,,,0xFF01FE,,,,,,,,,"Випускає в противника крижану стрілу, що завдає йому ${$m2*$<mult>} - ${$M2*$<mult>} од. шкоди від магії льоду та знижує швидкість його пересування на $s1% на $d.",,,,,,,,0xFF01FE,,,,,,,,,"Швидкість пересування знижена на $s1%.",,,,,,,,0xFF01FE,6,0x85,1500,0,3,0x20,0x0,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x10,0,0,0,0.0,0.172000005841,0.0,167,0,
118,0,1,17,0x40110000,0x40000,0x40,0x0,0x60000000,0x20,0x800000,0x0,0x0,,0x0,,0x0,193,0,0,0,0,0,0,0,0,0,0,16,0,0,15,524290,0,0x0,101,0,0,8,8,18,0,0,0,0,,4,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,6,6,0,1,0,1,0.0,0.0,0.0,-1,0,-1,0,0,0,6,6,0,0,0,0,0,0,0,5,56,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,16372,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,12978,0x0,82,0,0x32,,,,,,,,,"Перетворення",,,,,,,,0xFF01FE,,,,,,,,,"Рівень 1",,,,,,,,0xFF01FE,,,,,,,,,"Перетворює противника на вівцю, яка розгублено бродить протягом $d. Вівця не може атакувати або застосовувати заклинання, але швидко відновлює здоров'я. При отриманні шкоди противник приймає свій попередній вигляд. Одночасно ефект перетворення можна накласти лише на одну ціль. Діє тільки на тварин, гуманоїдів та дрібних звірів.",,,,,,,,0xFF01FE,,,,,,,,,"Не може атакувати та виголошувати заклинання. Швидкість відновлення здоров'я підвищена.",,,,,,,,0xFF01FE,7,0x85,1500,0,3,0x1000000,0x0,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x40,0,0,0,0.0,0.0,0.0,0,0,
120,50,1,0,0x10000,0x88,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,1,0,10000,8,0,0,0x0,101,0,31,26,26,31,0,0,0,0,,1,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,6,2,6,1,11,1,0.0,0.800000011921,0.0,-51,97,-1,11,0,0,104,104,104,0,0,0,13,13,13,33,0,118,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,1007,0x0,35,0,0x32,,,,,,,,,"Конус холоду",,,,,,,,0xFF01FE,,,,,,,,,"Рівень 1",,,,,,,,0xFF01FE,,,,,,,,,"Противники, що перебувають у конусі ураження перед заклиначем, отримують ${$m2*$<mult>} - ${$M2*$<mult>} од. шкоди від магії льоду та сповільнюються на $s1% на $d.",,,,,,,,0xFF01FE,,,,,,,,,"Швидкість пересування знижена на $s1%.",,,,,,,,0xFF01FE,25,0x85,1500,0,3,0x200,0x0,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x10,0,0,0,0.0,0.21400000155,0.0,167,0,
122,35,1,0,0x40010000,0x88,0x0,0x0,0x40000000,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,1,0,25000,8,4718592,0,0xA22A8,100,0,15,10,10,31,0,0,0,0,,1,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,2,6,0,3,1,1,0.5,0.0,0.0,18,-1,-1,0,7,0,22,22,0,15,15,0,13,13,0,0,26,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,17,0x0,193,0,0x32,,,,,,,,,"Кільце льоду",,,,,,,,0xFF01FE,,,,,,,,,"Рівень 1",,,,,,,,0xFF01FE,,,,,,,,,"Противники, що перебувають недалеко від заклинателя, отримують ${$m1*$<mult>} - ${$M1*$<mult>} од. шкоди від магії льоду та примерзають до місця аж до $d. Завдана шкода може перервати дію.",,,,,,,,0xFF01FE,,,,,,,,,"Не в змозі поворухнутися.",,,,,,,,0xFF01FE,7,0x85,1500,0,3,0x40,0x0,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x10,0,0,0,0.0179999992251,0.0,0.0,167,0,
124,0,0,0,0x0,0x400,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0,0,0x0,101,0,0,0,99,0,0,0,0,0,,4,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,77,0,0,1,0,0,0.0,0.0,0.0,-1,0,0,0,0,0,18,0,0,8,0,0,10,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,19,0x0,1,0,0x32,,,,,,,,,"Священна ручна граната Опору",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"Благословляє всі цілі святою силою або ж накладає прокляття, що загрожує смертю всім учасникам рейду.",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,0,0x0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x8,0,0,0,0.0,0.0,0.0,0,0,
126,0,0,0,0x10000,0x22004,0x4,0x0,0x10000,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,15,0,15420,0x0,101,0,0,22,22,22,0,0,0,0,,13,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,28,6,0,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,32,1,0,0,0,0,12,0,0,0,4,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,0,4277,0,0,65,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,350,0x0,135,135,0x32,,,,,,,,,"Око Кілрогга",,,,,,,,0xFF01FE,,,,,,,,,"Призов",,,,,,,,0xFF01FE,,,,,,,,,"Призов Ока Кілрогга, через яке заклинатель може споглядати світ. Око швидко рухається, але дуже крихке.",,,,,,,,0xFF01FE,,,,,,,,,"Керування Оком Кілрогга.",,,,,,,,0xFF01FE,4,0x85,1500,0,5,0x0,0x0,0x40,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x20,0,0,0,0.0,0.0,0.0,0,0,
130,0,1,0,0x10000,0x20000,0x0,0x0,0x0,0x0,0x4000000,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0x0,101,0,0,12,12,9,0,0,0,0,,4,0.0,0,0,0,0x0,17056,0,0,0,0,0,0,0,1,0,0,0,0,0,0x0,0x0,-1,0,0x0,6,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,63,0x0,505,0,0x32,,,,,,,,,"Уповільнене падіння",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"Зменшує швидкість падіння учасника групи або рейду на $d.",,,,,,,,0xFF01FE,,,,,,,,,"Швидкість падіння знижена.",,,,,,,,0xFF01FE,6,0x85,1500,0,3,0x80000000,0x800000,0x8,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x40,0,0,0,0.0,0.0,0.0,0,0,
131,0,0,0,0x10000,0x20000,0x0,0x0,0x0,0x0,0x4000000,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0x0,101,0,0,22,22,6,0,0,0,0,,4,0.0,0,0,0,0x0,17057,0,0,0,0,0,0,0,1,0,0,0,0,0,0x0,0x0,-1,0,0x0,6,0,0,1,0,0,0.0,0.0,0.0,-1,0,0,0,0,0,21,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,371,0x0,545,0,0x32,,,,,,,,,"Підводне дихання",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"Наділяє ціль здатністю дихати під водою протягом $d.",,,,,,,,0xFF01FE,,,,,,,,,"Здатність дихати під водою.",,,,,,,,0xFF01FE,2,0x85,1500,0,11,0x0,0x10000800,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x8,0,0,0,0.0,0.0,0.0,0,0,
132,0,1,0,0x10000,0x20000,0x0,0x0,0x0,0x0,0x4000000,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0x0,101,0,0,26,26,6,0,0,0,0,,4,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,6,0,0,1,0,0,0.0,0.0,0.0,999,0,0,0,0,0,21,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,140,0x0,209,0,0x32,,,,,,,,,"Виявлення невидимості",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"Надає дружній цілі здатність бачити крізь ефект «Проста невидимість» протягом $d.",,,,,,,,0xFF01FE,,,,,,,,,"Виявлення простої невидимості.",,,,,,,,0xFF01FE,2,0x85,1500,0,5,0x0,0x0,0x40,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x20,0,0,0,0.0,0.0,0.0,0,0,
133,0,0,0,0x10000,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,1,0,0,0,0,0,0,0,0,16,0,0,15,0,0,0x0,101,0,5,1,1,35,0,0,0,0,,35,24.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,2,6,0,9,1,0,0.600000023842,0.0,0.0,13,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,3,0,0,2000,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,67,0x0,185,0,0x32,,,,,,,,,"Вогняна куля",,,,,,,,0xFF01FE,,,,,,,,,"Рівень 1",,,,,,,,0xFF01FE,,,,,,,,,"Кидок вогняної кулі, яка завдає $s1 од. шкоди від вогню та додатково $o2 од. шкоди від вогню протягом $d.",,,,,,,,0xFF01FE,,,,,,,,,"$s2 од. шкоди від вогню раз на $t2 с.",,,,,,,,0xFF01FE,8,0x85,1500,0,3,0x1,0x0,0x8,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x4,0,0,0,0.123000003397,0.0,0.0,0,0,
134,21,1,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,4,0,15000,15,0,0,0x0,101,0,22,9,9,3,0,0,0,0,,4,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,6,0,0,1,0,0,0.0,0.0,0.0,-1,0,0,0,0,0,21,0,0,0,0,0,0,0,0,23,0,0,3000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3052,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,289,0x0,31,0,0x32,,,,,,,,,"Вогняний щит",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"Огортає союзника щитом полум'я, який завдає $3052s1 од. шкоди від вогню найближчим противникам раз на $t1 сек. Час дії – $d.",,,,,,,,0xFF01FE,,,,,,,,,"Завдає $3052s1 од. шкоди від вогню найближчим противникам раз на $t1 сек.",,,,,,,,0xFF01FE,0,0x0,0,0,0,0x0,0x0,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x4,0,0,0,0.0,0.0,0.0,0,0,
136,0,1,0,0x10000,0x0,0x0,0x0,0x40,0x0,0x0,0x0,0x0,,0x0,,0x0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,31756,0x0,101,0,0,12,12,8,0,0,0,0,,36,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,6,0,0,1,0,0,0.0,0.0,0.0,24,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,3000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,652,0x0,267,0,0x32,,,,,,,,,"Лікування вихованця",,,,,,,,0xFF01FE,,,,,,,,,"Рівень 1",,,,,,,,0xFF01FE,,,,,,,,,"Відновлює $<total> од. здоров'я вихованця протягом $d.",,,,,,,,0xFF01FE,,,,,,,,,"Відновлення $s1 од. здоров'я раз на $t1 с.",,,,,,,,0xFF01FE,9,0x85,1500,0,9,0x800000,0x0,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x8,0,0,0,0.0,0.0,0.0,31,0,
